total_ns
1205793935
1090881035
1196257621
1108160417
1041957733
1072182921
1274324232
1134147573
1139972728
1042867706
1198385945
1066781894
1043924319
1042816019
1108603641
1051445163
1067555157
1108704352
1022309109
1033569967
