total_ns
21127598722
21178841932
21018827860
21089683284
21070852686
21305042073
20940425149
21094524058
21043010295
21211805648
21061450747
20983999380
21268115056
21374000437
21197655987
21267012861
21057785176
21053174653
21189681862
21239083844
