total_ns
1038852651
1096387582
1034590014
1315371477
1070230727
1080748107
1074785452
1049712222
1072974794
1061689962
1037915687
1047537060
1169437679
1024018892
1048456150
1064286537
1025681939
1099263218
1020048490
1024286401
