total_ns
1254759698
1292271080
1304449551
1187808006
1092552117
1087904672
1115902916
1336037438
1262856319
1049744725
1089496562
1202775226
1121353120
1211996849
1089852680
1105367352
1108371019
1107066988
1082371249
1056118407
