total_ns
1192242470
1169416070
1077135381
1177285557
1037125306
1160839036
1311613711
1111950493
1074980548
1045250420
1056231662
1147576839
1072026782
1051130768
1225344790
1108300362
1054163093
1035849336
1114671815
1032069638
