total_ns
1046384819
1030121613
1155865510
1017576228
1043200874
1067064626
1041033556
1015924042
1110141492
1020881022
1044907515
1067566692
1038781436
1070114645
1195705982
1037904245
1059262316
1037862416
1014624837
1073017494
