total_ns
10585665296
10597048949
10746877944
10596219490
10512696917
10625992388
10410125719
10411854660
10552199443
10450778258
10529976473
10390588508
10473394779
10432658753
10616386066
10350820063
10568124750
10430503099
10455660246
10380438321
