total_ns
1179570258
1282339787
1069602780
1034371620
1092934646
1076723171
1081029763
1170826024
1036096205
1079762288
1127655173
1062944869
1062904071
1015467025
1015776033
1043976443
1048906122
1101132359
1060075344
1019037696
