total_ns
2084510559
2001768244
2175568283
2032813520
2240111420
2069479161
2163062981
2186642919
2172190122
2061789346
2142662484
2142694466
2109375524
2034309127
2061020192
2077836908
2030503784
2041185553
2034433723
2030195777
