total_ns
1930750692
1979561814
2048202843
2053028127
1996122016
1990221945
1909749065
2027220923
1968290869
1990377302
2016659009
1960118694
2021196556
1990037203
1965766124
1914233361
1969062338
1958386537
1911064008
1902556163
