total_ns
17214157400
17567366500
17582139600
17643072500
17475880400
17399794000
17741380300
17512829600
17448725200
17408622700
17641074900
17654240400
17426739200
17328104100
17268638400
17734763000
17685842700
17607710800
17429568200
17437748800
