total_ns
1191185266
1140639248
1229164701
1191352535
1300763881
1205760242
1089625953
1081837441
1142878604
1109606022
1129858058
1102570763
1257170624
1328352307
1078960432
1274561663
1122900409
1169069811
1116307703
1124241663
