total_ns
2255272372
2176328109
2235953343
2171312336
2137757799
2119266456
2250206657
2181751608
2079039742
2062889487
2346251736
2097318410
2315310623
2149618014
2107246146
2065254851
2121797325
2123663750
2146819335
2131104749
