total_ns
1101542631
1040841179
1120470669
1020616542
1074656207
1297962201
1031991474
1023618930
1038481525
1028580829
1098428340
1027368610
1018887238
1022926471
1022969232
1033189988
1049468830
1115079352
1044583236
1028559018
