total_ns
2835298013
2723945026
2833740287
2759092129
2841322042
2626832541
2760392276
2593422323
2488049412
2700024376
2406181129
3012481980
2437716676
2697836489
2482255632
2461834703
2317546964
2489551561
2464015856
2659493321
2386783900
2254584905
2359727127
2467536137
2281212180
2298118195
2280118277
2205236465
2258794710
2231734673
2215175597
2206006671
2283511576
2225789023
2155335801
2242125104
2194099811
2255583146
2245955265
2220568673
2266105538
2235925250
2135237317
2229268367
2398173733
2220964988
2207718720
2149791967
2200467635
2213806961
