total_ns
2480334570
2665054106
2472642224
2418614367
2656359874
2673106917
2347144725
2441209204
2206305938
2328414576
2372395096
2464210664
2201245445
3135334921
2493923199
2340676441
2323235868
2194092527
2300053073
2219523502
2293266002
2432033825
2129916048
2298358658
2224311457
2311279947
2092785559
2098955616
2179869880
2076159367
2283278387
2031988014
2167074490
2240187512
2216886682
2178160425
2081236522
2201659953
2142638749
2453435499
2208107969
2188945868
2072722814
2047389916
2162891036
2081240078
2042352134
2104989964
2249277807
2218283109
