total_ns
1111548878
1355601461
1080138369
1277138286
1087148995
1089504569
1069421981
1131515476
1339965348
1059440531
1170581316
1125629822
1276015479
1065381049
1047869436
1248080656
1287414397
1065273885
1066701192
1156680657
