total_ns
1220698718
1025623574
1306496733
1135257524
999972574
1106330459
1075745379
1088997980
999752505
1135093211
1067500577
1005013679
1066133735
1072112364
1047591264
1022835928
1036278784
1054249015
1142668780
1035851120
