total_ns
1082015727
1137580258
1074289823
1251063083
1121942977
1037250653
1048313732
1076405162
1127208926
1038689723
1108841175
1088935745
1046202060
1090336183
1094124358
1054088240
1120834215
1073060381
1035636168
1168245499
