total_ns
2244170854
2393502829
2353141624
2574047143
2337253792
2309871231
2396035309
2402070375
2291055947
2264541419
2466873054
2332166007
2379382731
2331138642
2391496889
2318442506
2314436981
2333602893
2285457892
2324626396
